a,b,c
9.264521555161608,4.447705296740471,10.276840081109917
50.24255857831207,41.745496988034596,65.32228724771603
67.66545712147462,43.13402979400276,80.24436811221108
77.66528282431445,69.63220514835201,104.30982767698801
22.485500343961135,46.59960778202103,51.74090423597631
86.58102656423702,71.40235036219542,112.22553095513884
17.415602969272616,14.039672990506295,22.36997193703401
55.85595831023832,23.31891040251565,60.528172458084626
91.74536966420328,64.31254395475963,112.04158230208193
58.99712907494005,47.83623067059057,75.95371092879587
27.26743651060842,96.4568856738577,100.23693873896846
71.01681390597156,42.38356078391255,82.70280576908503
30.644068949978095,1.834700673817964,30.698942789182816
8.305896562844795,10.906306758196529,13.708954913360838
89.34561127074218,84.58872640967839,123.03613651669168
55.05539758232363,51.245029307538985,75.21402682796777
96.89489741462248,44.19842172634992,106.49939731327353
99.78746354974854,35.007953352505844,105.7501521494112
74.63755856154955,72.84096638349116,104.29080271869437
22.78522039235436,88.73235570675395,91.61111950848583
30.350710020308536,76.08633449474549,81.91639576777749
5.052035471346654,15.780463641913109,16.569432553877224
66.6128663797521,86.42303098834148,109.11560040864249
40.39748425148038,55.9378275643087,68.99998033668516
39.72125518732033,9.107497985052138,40.75198931590887
86.45892947659418,65.85716945176262,108.68446648181542
42.91810920520623,53.7805612272036,68.80634319350943
99.33376549589691,49.08976066065035,110.80163161846387
66.21232847974647,31.94054095027036,73.51374428571668
28.290298834829546,91.2691397764844,95.55311027749647
25.46506428321555,14.17252270877055,29.143265068947187
38.532277368781784,7.401529997691629,39.23670533481961
62.64300326622398,30.315572144997848,69.59295778087548
34.76667028032426,41.077388463606674,53.81517634804172
70.2290392928719,9.220466989465294,70.8317370357636
98.31525580982674,88.09994159282473,132.01321613236607
20.99060597653244,4.966151612140004,21.570076520420603
21.990514095801345,82.01903716197036,84.91587111473515
68.91525761654988,52.04475225095356,86.35953316929505
46.939067110916206,54.118426255995196,71.63853768516417
73.25730505513107,23.58414123025673,76.9600185908841
25.89990149815242,9.667864255336173,27.645478778158374
99.22839400094522,76.60373187322385,125.35711353134928
93.88102850492204,46.59645110554793,104.80876284344599
40.47960775710464,25.279327213968397,47.7246584960011
49.4683255823588,62.97111641737766,80.07794164920315
88.17073730054186,60.5156607446988,106.94028292223956
58.21037243032153,51.907934067792084,77.9928270911049
8.604995495814071,33.68980670724359,34.7713822482572
43.805188020897226,55.0258452945687,70.33305160397894
1.3320985149744917,19.858351568829253,19.90298001518417
16.879092718572696,47.402204229496135,50.317717921394596
81.11330838264008,59.0892600870118,100.35392097176769
49.82647614636849,97.75884043614613,109.7245123415206
45.90732568308259,95.93231161824698,106.35079202240603
29.532678147713348,85.9869705510497,90.91720509960429
14.212792220275848,11.646533899056958,18.375124885524357
80.6392916851359,52.57382829599674,96.2637147900359
34.83997333217925,6.6809193408970335,35.47475757530322
56.14557824868574,2.536689695713832,56.20285358851127
24.601026690091267,22.66744634396457,33.45181068287777
94.61463755469727,40.541364405515374,102.93459995291923
11.162635446898765,78.70869686870695,79.4963105614994
42.15621704631181,23.819216545581988,48.42005485850958
66.6035490093945,81.76837695857952,105.46136833498404
70.81048057181206,47.092301763883796,85.0400437689896
83.33347613644325,83.33324762978799,117.851170573358
29.0574532856418,61.42585842907621,67.95198065690336
6.915887530273467,12.20642616337323,14.029481102780478
66.73418979825155,14.79675065634346,68.35492606985294
76.66210541471999,84.8903983874069,114.38294516662131
25.69174275729106,89.64145558358325,93.25050243859464
79.94464647435504,61.189355423772,100.67414621980315
93.69416665798941,87.78956347810009,128.39627845623275
34.987472867857235,90.07516280812725,96.63155909220173
79.74457332820822,1.0155692414968827,79.75103984389327
67.35779739304655,75.05369527171311,100.84706264230941
53.20231306918574,74.51399954845441,91.55775360185895
75.96830196509887,60.0514285373942,96.83675424570058
95.20684939086391,72.39234116261926,119.60349171299181
56.11808082661841,4.544908080718139,56.30182221851308
61.269280799395354,30.89878531790262,68.61967432010292
48.635519748262425,49.893880956060855,69.67648913400556
26.774781270676357,86.76537410614068,90.8026379345397
61.785748485428435,36.550050345416786,71.78708028717371
15.099042065290334,92.65100290241307,93.87326248784774
60.018388812049565,30.971419246782528,67.53840245189642
76.31956672440371,44.97681102132415,88.5866231134736
86.40263380806294,59.07961441339304,104.67003376423177
91.42110790785746,79.70584648669022,121.28825555370126
51.34461174001342,13.472760950401385,53.08280740841976
94.20829449109634,6.401999561995487,94.42557042090306
46.60958953337539,72.86983715327949,86.50125434475045
14.371826775756238,96.73748130170318,97.79923155868718
19.805377015913606,56.35919107087203,59.73785547628522
41.92509565441315,50.11199729665861,65.33701798132519
90.37051836429569,14.822805265796488,91.5780876923035
67.09044836635582,98.23124947485323,118.95590206202259
55.65644517547559,57.62472409755572,80.1139732936155
16.524013312404804,1.237539982277533,16.570290315992253
27.666010691808836,15.798902268290172,31.85927589387846
22.189245479791623,50.61535282719361,55.26550964918128
30.093986850202203,42.041536577903486,51.702406543325814
44.74143483096267,7.21518091457786,45.319475133361465
53.12994980911743,93.37878736349714,107.43551319836729
64.79772302079073,83.20808899531045,105.46246243536426
55.474102760829254,42.63280618921578,69.963792354948
89.46556093888283,93.65498120808823,129.5196591224526
45.7927603089683,86.18011170163778,97.5909245248829
64.44886132766541,78.35343212946653,101.45400954570285
45.879929347091235,85.33542898363959,96.88706496078761
31.66218086560241,62.556662733708905,70.11297846722191
20.208598853778245,62.33106802250088,65.52518224666422
46.5596400982103,82.70248703554005,94.90785767226306
77.5370933182039,96.79440852727983,124.0207981041156
38.264863787985895,70.12114252197269,79.882253531682
98.92464639030851,77.36454005261348,125.58406634999527
99.78403687618531,90.59980329130933,134.77825630171898
22.623492773218565,89.52958984898429,92.3437593115378
17.29831402976484,84.98076834736506,86.72348388516735
20.37062727786921,44.87306755655657,49.28036777083912
33.93246120958774,72.62573299487654,80.16176779976398
22.936889537612593,97.85260236902299,100.50488889626597
13.612669459169961,85.86221138813306,86.9345967625379
43.86652988196973,57.784736198827176,72.54893645983924
75.87220978709591,29.709878214924466,81.48171010430951
13.042879706775825,56.08549840679802,57.582113912085305
67.7985866071269,23.393980583703055,71.72117311836695
5.284066735731451,62.90444137177957,63.12598597695973
22.398673659437343,74.87927414039189,78.15757338539838
30.495155097233827,20.53614005023016,36.76530337923262
12.296656036466524,87.61709531758429,88.47577714589355
38.85679155118252,16.173175706999714,42.08826275936719
6.138532907279284,84.12318694073018,84.3468562977826
11.676248059461907,97.14234222856491,97.84155263689203
43.608136486568526,89.13991820940328,99.23504716686688
30.508535161432352,41.13038573524035,51.21014888111552
40.072852147022765,31.720568724863366,51.108002890212084
55.02319832393693,7.522245982544973,55.535002821798884
22.31937857695627,1.8253170098809688,22.393892967683296
19.156009339135387,72.88358082377559,75.35893475558736
94.03983762789798,21.677455740437455,96.50597467752989
87.05223485797706,19.961507487116098,89.31155230386821
80.1453433377895,55.604008421896395,97.54528082544273
30.806327885104213,26.929427629835327,40.9172813152962
33.837931840113214,65.48172347989005,73.70794896829602
47.98023706995609,64.08202323070368,80.05378723476882
34.099593214782914,67.87561179734168,75.95973232099425
26.511335895276932,84.72050396188013,88.77170000910844
70.27279701450671,81.59149621782461,107.68211669216645
25.093600632869975,26.491266560049578,36.489395674326715
36.47627430806483,75.55711152801214,83.9011066068479
40.27388013961603,39.07819222274275,56.11675800416299
59.39736629828401,2.1509227181533954,59.436298603732
82.5925305834554,75.09477624837407,111.62773637395136
66.69506434456812,63.627115453322226,92.17722836382356
99.35895995058858,47.13070472211916,109.97047899352923
10.335576213010617,95.96365762925745,96.51863924258512
26.149053330825264,84.6712578311498,88.61712527952704
1.0446610613811698,12.668329304761631,12.711328966990365
10.186713937122429,20.399806752532058,22.801781868472844
36.62287079182016,38.39077621966614,53.05738745719428
83.45986189324891,6.3290633329834955,83.69949575662388
47.418554551012576,98.91290754606626,109.69176174592151
80.33425787166672,62.79034657826342,101.96185861002085
75.37408611440675,79.71588738620585,109.70813807257991
41.3548180963116,82.41929348365271,92.21258546491092
78.33347992574276,95.74166001709942,123.70367634030364
68.0011395362079,8.655562364225634,68.54979021166889
9.485972071358313,60.87238716716773,61.6070709056043
80.6119958159769,81.54095893279299,114.66133547588964
1.227736500873096,56.398109288838505,56.41147106991049
77.5814540763088,73.2008369045387,106.66416708585544
42.130308623087444,79.19337840778975,89.70258685409232
47.87422972684574,9.384651174320243,48.78538254029039
16.162742859425784,77.49600624612332,79.16353479247313
47.88651063176524,99.12278935316436,110.08381020676002
76.92213018630646,80.71366919085021,111.49758072105907
90.03139039957422,38.02480535189316,97.73196549404861
61.729004615890794,88.71327864587484,108.07643507707543
1.5465520752846595,43.918240858303164,43.945462830757585
19.36020119066896,80.74575955695089,83.03430060265521
30.13238115812194,1.763329189987057,30.18393155456397
69.73769129514493,97.07540576035632,119.52815564006144
80.20447449237774,8.224381166030806,80.62504681649887
74.62659982100762,17.97195038256491,76.76014852381533
84.83368971065838,17.21889480035838,86.56353301517952
68.81029889116881,78.05567425006551,104.05549248417562
91.84885608364698,29.802562148240636,96.56295912239972
87.39584192210533,61.847775190146045,107.06624342548155
45.029179263446714,26.94467459522265,52.475160544604876
2.6215534767184896,30.088720718523508,30.20270943323795
17.95774677428083,22.331823264871073,28.656430334963748
85.58351320407321,72.99970033437134,112.48775036091614
4.31297436349519,4.333861968305993,6.1142544451875604
92.78616224073737,88.73729278030424,128.38839134961492
58.480196051887376,71.86622400214246,92.65358861152276
82.05070978957573,48.72875653093777,95.42961118030708
15.707162310399516,60.140886509821215,62.15819477777995
44.26677221648576,63.99195333597878,77.81077826509848
7.04006083304713,12.558183481341981,14.39688955587473
98.58877580414834,25.55316122826146,101.8465058964624
79.21394463987914,45.353325034769036,91.27854686134769
79.84723808151136,31.60463597086197,85.87452732968177
94.48427258035098,61.81737926479723,112.90999133914521
11.420192874820703,85.00384830606201,85.76756398626527
15.920496362722265,34.17132252473065,37.69803028706695
29.814975096612002,60.126765282703715,67.11304376477749
39.32506761192236,42.67881947827764,58.03397776080557
20.46228283783915,79.56514575697543,82.15422958231956
90.19846560655829,95.98182298756824,131.7128450144266
27.939706716727624,46.13161425568484,53.9328568245004
73.3218178167738,87.71359883360253,114.32307023649395
22.590485086036505,15.005376719316224,27.119943711428224
97.45991037148389,41.1909356448013,105.80702863662619
76.9612275407143,84.74163641974755,114.47347067189973
45.212682590089116,44.28169681939105,63.285506557162165
51.35191603673559,85.92435629251378,100.10002140322845
39.06192471870151,66.72874090111077,77.32114086701695
57.444045070223794,51.898954540941894,77.41653438686502
89.35218378868947,96.56878126387419,131.5649735400639
67.3616001641005,36.41715772358497,76.57541742186332
63.7418466569094,83.90490010223418,105.37103623101962
83.25927382281309,82.87786215850319,117.47700504126765
25.289735752325235,66.32777438651357,70.9855223935887
51.26746297202148,51.9722263380078,73.00318534226233
9.053287740446823,41.90724301262878,42.87399020187937
86.9982464084106,7.6581513101226815,87.33465612016379
98.67243702350733,67.31279542461256,119.44564561353319
96.00465397186619,27.276110254384335,99.80420720023326
72.68666478857504,14.463838868450665,74.11176608946234
55.609959941737536,48.88835122423773,74.04416607772743
99.56561189551657,60.04794744557452,116.27152301640807
44.20919316289197,46.95098002620996,64.4891253277284
89.11439160629195,40.54215643817212,97.90322384894573
3.267149323258122,95.32481962260675,95.38079209559427
75.34599342395103,55.39547959296686,93.51832913593398
28.492381503412027,26.56708603436042,38.95671783008785
89.91474023089106,93.47310380866986,129.69919678400092
65.22696471481144,7.557821178227721,65.66336563769272
75.5193471368245,53.68623148609602,92.65734316907049
57.314553344526715,56.6083993547673,80.55723991418411
77.19770787909826,29.339921570854713,82.58521114322161
67.59694252076804,28.199738033442742,73.2432376626731
26.93580847412073,66.51516335463937,71.76213997818678
43.09822853852832,37.155411166485926,56.90326776301906
17.69853140678195,24.580673431000598,30.289396168929247
84.96064751540523,68.94572324040257,109.41583239814574
44.79974412409493,2.6365534751869832,44.87726025295995
65.22761226547199,81.23512061645056,104.18150614875955
65.12869944454647,65.9691512783619,92.70208418220955
73.45958362976343,50.913557493717306,89.37841329831419
74.31462353159878,54.75852911507446,92.31012827144004
28.248308663727823,45.70993444541383,53.734207441491776
17.225686920150725,48.53200241861342,51.49834510575413
44.39108689375041,24.778441417540364,50.83836892240918
10.071361010770689,3.3274770860339524,10.606809905308618
54.70729506698436,57.079626058133506,79.06308774948297
58.903597285867534,63.50283025330344,86.61549066648259
79.78433624957925,55.21053243900374,97.0244464193649
51.94110234927874,2.04505276866119,51.98134621270267
34.87063897113642,36.11384152329438,50.20130488169565
23.103871398201015,35.34196844830078,42.223732750495884
57.675799077494254,74.14476867301126,93.93585322336642
26.188614687250013,43.95738473771438,51.167325630881784
62.23555022786066,14.63981537482325,63.93424674126909
85.1722221085049,80.51129939671864,117.20228986435615
87.59991710599287,9.259418169559227,88.0879237002189
52.201824433903425,97.49633610263919,110.59188952028472
2.0479383789285497,65.80242317845897,65.83428398456903
90.80708308421332,35.59776109346805,97.53525994803545
75.31698692789969,61.505315216534015,97.23966433396726
56.07853631106551,39.946114829299724,68.85124780820674
99.3228304134104,84.060006864297,130.1195965078156
26.234236188217753,61.52492432576333,66.88461304119281
9.780444490349362,13.125929961740123,16.36909074412236
34.92780427241144,2.6827937665239348,35.030685030207195
35.94245145930432,97.1296279844712,103.56652185579189
93.03058302302333,4.699495405068268,93.14920630185688
97.01057521197899,95.71205657491656,136.27857306546417
65.16224374944291,43.53461934693432,78.36696429072828
99.13586770747071,18.509938384653317,100.84908569301358
9.955463766972175,76.05658880971167,76.70538416685659
90.42092199507834,63.07945122316957,110.24953651175261
89.0107218246283,85.89629192724861,123.69754066509357
62.72354109911763,68.9395366150951,93.20355313354065
40.173533136547505,78.51539805171782,88.19626123534361
13.824290206279661,55.64580093539917,57.337301658253075
84.0545305912834,70.65618858800045,109.80647111488503
73.80125423762684,91.57391255344683,117.61125195912659
79.94628347513927,71.71671339046713,107.39969842144686
36.126599467145475,43.61676422065382,56.63526560491849
66.19711127355927,76.25134821663536,100.97685698128343
21.302126880724003,46.13601396972162,50.816457911357936
4.107577571991396,10.251564911209533,11.04385696388129
25.343002238629687,29.399417585434325,38.81486206119937
79.57351997838752,67.46957406275739,104.32683502321319
31.410484548408988,95.67570908350876,100.69985028885614
1.1448015174340247,83.25210473411687,83.25997545744704
75.43608467711579,62.12172336783387,97.72262473758398
58.981732085918416,61.80364335860773,85.43146406478725
91.39485624023112,95.39190338314084,132.10842129944248
81.35805456576257,32.89605012819878,87.75695503356168
84.8230808627516,93.59085818825041,126.30995124479342
58.752509553372306,17.137014275802073,61.200773174104164
61.471895472006636,74.27292880453584,96.41193850413423
72.5452229833474,24.962816735584433,76.71995566394685
88.07341193834586,15.089281153579467,89.356657816826
67.67249046549192,92.91938638979892,114.95032985102237
38.11529189393942,40.31683086518277,55.481729669972964
45.79810018372333,56.13101595323925,72.44416423964844
17.2791076955185,95.88651213386144,97.43095386965318
50.76727206727041,49.804546404910056,71.11827300877809
92.93806457404862,65.34277734099092,113.60969323699607
65.02068817073831,63.106065517972844,90.6094111853458
38.81810466981749,73.55813804633152,83.17238077030181
58.294858694306726,96.79293758580958,112.99187279038973
97.38280623941466,70.12963934703421,120.00657176175174
5.8643232739849935,84.84358295511115,85.04601023047836
37.737892310257266,46.1185736831964,59.59086636887393
16.007761622491664,6.3129854108329155,17.20762089772744
60.824024191682035,21.030880061920584,64.35728268851328
54.85389821323361,93.03349136216727,108.00083640519755
10.612261847849103,16.667798840726295,19.759443811054766
62.73887786223254,91.11601057283751,110.62682395387463
8.324517576477255,30.78485293549416,31.89051211788676
30.634368245794803,89.33004534275717,94.43686525270739
11.295133508469611,3.17929062597426,11.734050019433223
28.27634376039128,54.32666344096986,61.24490164155895
21.068646288326892,27.336157500736338,34.51308973893375
55.633784070611,51.93910364822281,76.11036997542584
20.20669261129867,8.206143111797456,21.809429406997634
51.51724256323641,73.55940992176154,89.80541781739612
17.0925972929917,94.0740268140591,95.61422176241722
25.1110798826766,83.48218961054106,87.17707448087768
4.700385353335488,74.93713811094706,75.08440777371162
1.333395416139273,31.10652163452115,31.135086823946928
56.2708319783754,56.51971626814248,79.75515568645005
56.11217472604063,50.48429599375544,75.48006554363094
3.376759608134675,66.18323618129777,66.26932364888427
68.8060401898861,25.688113977300674,73.44487978288896
90.91340021670848,93.30021171288759,130.269627483282
99.15779501258194,16.201356332541977,100.47264433054013
55.11948495815178,89.88422567701772,105.43875780569958
38.13636768354538,30.188168839758276,48.63854518786841
30.2734649267258,7.130218665614633,31.10181179431797
31.46321323781198,43.513031980283934,53.69653377421339
83.31475726819811,50.13592301907605,97.23661633167563
65.25015312114685,55.698399854598534,85.7898259043335
87.91433848788023,67.6962274453095,110.95814581223253
68.39709814880531,69.26292813825413,97.34226342890463
40.535612505423956,79.90048119837857,89.59476980785391
53.470652496975916,91.68122950212465,106.13462451751364
52.03458518236763,1.7081114087303821,52.062613262164504
62.77180603652484,58.58557917939373,85.8636693885843
20.209404833755208,49.709925752954604,53.66094261284336
13.091044519523875,33.70752137327473,36.16037117815481
2.2847982753027876,61.65280097257578,61.69512274825999
78.75416353106965,23.23734771976631,82.11085557055041
67.21226868971635,6.115734811025481,67.48993461767031
91.87654644897773,7.774122294949042,92.20486302168659
89.39411980457082,7.484427382099483,89.70688551539331
13.461324706098361,70.7105708714872,71.98049802421923
78.9550435746728,19.084145267542038,81.22871109694606
58.9436731677764,23.172335140568357,63.33493287575556
39.40168095762514,69.3017178497186,79.7196372245163
76.51699355706424,14.20336960889266,77.82407089878186
36.76333701345843,82.97425276836412,90.75389562345798
30.439532703222973,52.442748005523875,60.63668006711333
68.61439459401993,42.75050833714845,80.84269360052565
45.66251871472895,61.661628288244394,76.72823481959293
53.113027704588355,19.164502829748013,56.46478442941042
21.783387253877287,23.05206178635346,31.7161396272346
8.491234971851409,77.6454349042803,78.10835187623677
98.36334390469767,51.13889584685943,110.86268124373396
42.430399894412886,79.82240719516462,90.39886905061623
81.08647978007895,20.714510337997734,83.69054989464561
98.82259779370867,69.06621378597902,120.56553289156761
42.1947088145562,12.40979842939504,43.98177519158819
52.6038329405054,41.69670063279347,67.12509280212133
83.36606860339143,1.4163439413075332,83.37809919004778
44.69708578643289,68.69399208276137,81.95543927077826
79.6410545730318,28.893297000260084,84.72024660640376
61.29260140593071,33.54462080026004,69.87148611371836
56.11666059157057,71.46458232587804,90.86399794727134
37.5308440171517,76.03434779518031,84.79260756267738
35.64350069695104,94.42108127046423,100.92472308714629
47.933131084374445,97.40519554979836,108.56038492768107
22.52994621911877,30.742532840458647,38.11432541818184
59.36399277799625,32.42830003434257,67.64376010884769
83.04159357415124,99.21783343814757,129.38347937621134
41.47588008189317,30.35816970470858,51.3990962604156
2.913470929544156,60.187806163765096,60.258280125342594
7.142043011492424,71.09962673510341,71.45743978235605
45.83100227761909,14.632161529779061,48.11009167321002
96.38667958353845,88.28106832928297,130.70554321259385
79.42098344759847,64.71833219424227,102.45074491573014
88.00593894992018,31.50973034988908,93.47677998936312
18.451809592088928,54.829243521509085,57.85080139776502
8.892007394454183,47.2816159326022,48.110487429469366
74.50382803281317,96.23477644013401,121.70436552575084
36.86958711134989,19.842463438317584,41.869915321891774
11.175470714879006,30.533344567998565,32.51424728034229
52.97292953288949,55.171802217229356,76.48567854960528
29.79897171124902,40.59863886467934,50.36097886968115
72.18302877622791,5.075792545890007,72.36126942832512
72.23563103878226,48.67696611872354,87.10587478519713
12.427444623783845,27.055590950246216,29.77324942871132
35.874267343913125,55.27526003335699,65.89626263467288
38.29930943517042,44.57306484225173,58.767297135758355
81.04724223899451,21.546692791823578,83.86247936241499
38.94662949508841,10.52959596491954,40.34491715460747
39.33176635112357,13.688191345968812,41.64558111760756
56.022602849830236,47.889799339274774,73.70186504306257
5.096163371778275,39.917457508605175,40.24144996223613
27.44807389825611,95.01274737050913,98.89802284988471
72.93166346533302,65.26579912420307,97.8705883866109
14.169186277695886,44.263055076169216,46.475626778431234
5.431803301146502,60.898906812160796,61.14066844595821
39.592832656912066,51.926879737172854,65.29925908490122
34.03835462418229,25.564140390238926,42.569177340106506
19.583276078305207,79.04700822315075,81.43668835966983
82.55004991868778,28.8995343194657,87.46252812181808
19.667835583968134,29.925896950444663,35.81037649685683
9.188212811143766,14.178833683501113,16.895637877489328
57.997844120079705,78.20916983605588,97.36746976799847
68.21905767153832,1.2341973214644422,68.23022110927812
28.727317418431102,43.94127113259236,52.498514977161875
55.425477692986455,58.09324480198856,80.29202120459735
87.90875067205909,44.78289511648878,98.65827963093966
14.354591988331826,89.47465710104181,90.61880916509824
77.02780348632014,35.443151750759036,84.7909164707782
64.3192105014409,29.30482879365794,70.68050530488777
15.776787362934751,12.43885142943198,20.09059591895521
80.55779704716178,80.48971357873245,113.87779703295149
13.854079809335866,20.930263720521406,25.100029218589015
1.6345286066142166,24.86163381624546,24.915306937280945
1.0945999605740906,54.33554160186552,54.346565947093175
47.11448388592649,58.338288057053596,74.9875352659693
61.38290797457854,2.2283417615098626,61.42334164160777
62.77334985975607,56.465774179652534,84.43267795304642
22.66298643368274,36.2395327649051,42.74242259292187
88.59508887670104,43.53226169750898,98.71244896957508
75.86564976058861,37.05547949732049,84.43166097130056
64.24687923844866,58.59776738350634,86.95607991515789
45.946644137026304,39.51715567283757,60.60280273985529
8.441078354373353,71.84222625126148,72.33641736029034
61.569501630996676,21.229683342857395,65.12682232327398
83.65646875638457,77.57390058049847,114.08818876667738
56.161379360232644,38.723282738903265,68.21724970798081
35.97526189307348,67.32593888238478,76.3347988447591
77.12264964363138,29.770021542466502,82.66896195485482
92.02081073008426,14.524870544933794,93.1600851854971
87.74695233256175,35.69970295132024,94.73117984309795
42.54039440223464,24.867567805930264,49.27556275153248
25.045625414746304,95.9300386336033,99.14562857060521
91.01516131128847,63.79373884349324,111.14585329265181
8.381194792243427,96.22115262455895,96.58547840407581
99.02071782739901,8.1484917458063,99.35542499926639
45.02812680372261,80.2529516283092,92.02210847675606
26.44524247408808,90.6973236174117,94.47409888892732
40.54083690303715,89.74169374023568,98.47401206493474
83.19341433911629,85.97783793160599,119.6383417002818
96.51021116982177,59.928012556651936,113.60276206604232
5.521554361228669,95.39693837024271,95.55659795628918
25.574102960148,60.112398991541774,65.32637487825697
